"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
602-0512,1,,대구광역시 수성구 황금2동 706-21,,,2005,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0511,1,,대구광역시 수성구 황금2동 953-4,,,2005,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0510,1,,대구광역시 수성구 황금2동 832-3,,,2005,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0509,1,,대구광역시 수성구 황금2동 601-2,,,2003,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0508,1,,대구광역시 수성구 황금2동 660,,,2003,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0507,1,,대구광역시 수성구 황금2동 602-1전,,,2011,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0506,1,,대구광역시 수성구 황금2동 841-2,,,2002,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0505,1,,대구광역시 수성구 황금2동 842,,,2002,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0504,1,,대구광역시 수성구 황금2동 842,,,2002,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0503,1,,대구광역시 수성구 황금2동 890-7,,,2002,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0502,1,,대구광역시 수성구 황금2동 754-1,,,2000,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0501,1,,대구광역시 수성구 황금2동 720-8,,,,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0500,1,,대구광역시 수성구 황금2동 719-9,,,1999,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0499,1,,대구광역시 수성구 황금2동 841-5,,,1999,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0498,1,,대구광역시 수성구 황금2동 842,,,1999,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0497,1,,대구광역시 수성구 황금2동 796-15,,,1999,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0496,1,,대구광역시 수성구 황금2동 714-17,,,1999,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0495,1,,대구광역시 수성구 황금2동 721,,,1999,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0494,1,,대구광역시 수성구 황금2동 861-6,,,1998,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0493,1,,대구광역시 수성구 황금2동 848-3,,,1998,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0492,1,,대구광역시 수성구 황금2동 850-9,,,1998,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0491,1,,대구광역시 수성구 황금2동 862-1,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0490,1,,대구광역시 수성구 황금2동 890-15,,,1992,전용주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0489,1,,대구광역시 수성구 황금2동 891-5,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0488,1,,대구광역시 수성구 황금2동 891-7,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0487,1,,대구광역시 수성구 황금2동 891-9,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0486,1,,대구광역시 수성구 황금2동 891-12,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0485,1,,대구광역시 수성구 황금2동 890-1,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0484,1,,대구광역시 수성구 황금2동 890-12,,,1987,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0483,1,,대구광역시 수성구 황금2동 890-12,,,1986,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0482,1,,대구광역시 수성구 황금2동 890-4,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0481,1,,대구광역시 수성구 황금2동 890-5,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0480,1,,대구광역시 수성구 황금2동 891-4,,,1987,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0479,1,,대구광역시 수성구 황금2동 863-1,,,2002,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0478,1,,대구광역시 수성구 황금2동 862-8,,,1988,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0477,1,,대구광역시 수성구 황금2동 862-9,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0476,1,,대구광역시 수성구 황금2동 862-1,,,1992,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0475,1,,대구광역시 수성구 황금2동 863-1,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0474,1,,대구광역시 수성구 황금2동 863-3,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0473,1,,대구광역시 수성구 황금2동 863-5,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0472,1,,대구광역시 수성구 황금2동 863-6,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0471,1,,대구광역시 수성구 황금2동 863-12,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0470,1,,대구광역시 수성구 황금2동 868-7,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0469,1,,대구광역시 수성구 황금2동 869-8,,,1986,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0468,1,,대구광역시 수성구 황금2동 868-3,,,1993,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0467,1,,대구광역시 수성구 황금2동 870-5,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0466,1,,대구광역시 수성구 황금2동 871-5,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0465,1,,대구광역시 수성구 황금2동 872-5,,,1989,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0464,1,,대구광역시 수성구 황금2동 872-5,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0463,1,,대구광역시 수성구 황금2동 872-2,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0462,1,,대구광역시 수성구 황금2동 872,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0461,1,,대구광역시 수성구 황금2동 870-7,,,1987,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0460,1,,대구광역시 수성구 황금2동 869-4,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0459,1,,대구광역시 수성구 황금2동 869-2,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0458,1,,대구광역시 수성구 황금2동 869-1,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0457,1,,대구광역시 수성구 황금2동 882-4,,,1997,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0456,1,,대구광역시 수성구 황금2동 880-2,,,1998,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0455,1,,대구광역시 수성구 황금2동 888-6,,,1998,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0454,1,,대구광역시 수성구 황금2동 889-11,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0453,1,,대구광역시 수성구 황금2동 889-9,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0452,1,,대구광역시 수성구 황금2동 889-7,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0451,1,,대구광역시 수성구 황금2동 889-3,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0450,1,,대구광역시 수성구 황금2동 888-10,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0449,1,,대구광역시 수성구 황금2동 889-10,,,1997,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0448,1,,대구광역시 수성구 황금2동 888-7,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0447,1,,대구광역시 수성구 황금2동 888-4,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0446,1,,대구광역시 수성구 황금2동 888-3,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0445,1,,대구광역시 수성구 황금2동 888-1,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0444,1,,대구광역시 수성구 황금2동 882-2,,,1988,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0443,1,,대구광역시 수성구 황금2동 882-2,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0442,1,,대구광역시 수성구 황금2동 882-2,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0441,1,,대구광역시 수성구 황금2동 880-5,,,1987,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0440,1,,대구광역시 수성구 황금2동 879-3,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0439,1,,대구광역시 수성구 황금2동 878-2,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0438,1,,대구광역시 수성구 황금2동 877-3,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0437,1,,대구광역시 수성구 황금2동 877-5,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0436,1,,대구광역시 수성구 황금2동 878-1,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0435,1,,대구광역시 수성구 황금2동 879,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0434,1,,대구광역시 수성구 황금2동 880-6,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0433,1,,대구광역시 수성구 황금2동 880-2,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0432,1,,대구광역시 수성구 황금2동 876-3,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0431,1,,대구광역시 수성구 황금2동 876-9,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0430,1,,대구광역시 수성구 황금2동 876-8,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0429,1,,대구광역시 수성구 황금2동 875-4,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0428,1,,대구광역시 수성구 황금2동 875-2,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0427,1,,대구광역시 수성구 황금2동 875-1,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0426,1,,대구광역시 수성구 황금2동 875-1,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0425,1,,대구광역시 수성구 황금2동 874-3,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0424,1,,대구광역시 수성구 황금2동 874-3,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0423,1,,대구광역시 수성구 황금2동 874-1,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0422,1,,대구광역시 수성구 황금2동 873-4,,,1997,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0421,1,,대구광역시 수성구 황금2동 873-2,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0420,1,,대구광역시 수성구 황금2동 873-1,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0419,1,,대구광역시 수성구 황금2동 829-1,,,1995,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0418,1,,대구광역시 수성구 황금2동 829-3,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0417,1,,대구광역시 수성구 황금2동 829-4,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0416,1,,대구광역시 수성구 황금2동 829-6,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0415,1,,대구광역시 수성구 황금2동 829-8,,,1987,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0414,1,,대구광역시 수성구 황금2동 888-10,,,2006,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0413,1,,대구광역시 수성구 황금2동 829-10,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0412,1,,대구광역시 수성구 황금2동 809-26,,,1988,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0411,1,,대구광역시 수성구 황금2동 809-18,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0410,1,,대구광역시 수성구 황금2동 809-17,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0409,1,,대구광역시 수성구 황금2동 809-32,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0408,1,,대구광역시 수성구 황금2동 809-28,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0407,1,,대구광역시 수성구 황금2동 819-9,,,1988,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0406,1,,대구광역시 수성구 황금2동 818-8,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0405,1,,대구광역시 수성구 황금2동 819-9,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0404,1,,대구광역시 수성구 황금2동 819-14,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0403,1,,대구광역시 수성구 황금2동 815-1,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0402,1,,대구광역시 수성구 황금2동 815-9,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0401,1,,대구광역시 수성구 황금2동 815-6,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0400,1,,대구광역시 수성구 황금2동 816-16,,,1989,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0399,1,,대구광역시 수성구 황금2동 816-16,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0398,1,,대구광역시 수성구 황금2동 816-13,,,1995,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0397,1,,대구광역시 수성구 황금2동 816-17,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0396,1,,대구광역시 수성구 황금2동 817-2,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0395,1,,대구광역시 수성구 황금2동 884-19,,,1987,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0394,1,,대구광역시 수성구 황금2동 884-19,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0393,1,,대구광역시 수성구 황금2동 884-20,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0392,1,,대구광역시 수성구 황금2동 884-11,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0391,1,,대구광역시 수성구 황금2동 884-8,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0390,1,,대구광역시 수성구 황금2동 884-9,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0389,1,,대구광역시 수성구 황금2동 831-11,,,1987,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0388,1,,대구광역시 수성구 황금2동 833-7,,,1998,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0387,1,,대구광역시 수성구 황금2동 833-2,,,1998,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0386,1,,대구광역시 수성구 황금2동 833-16,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0385,1,,대구광역시 수성구 황금2동 833-1,,,1987,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0384,1,,대구광역시 수성구 황금2동 833-1,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0383,1,,대구광역시 수성구 황금2동 832,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0382,1,,대구광역시 수성구 황금2동 833-25,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0381,1,,대구광역시 수성구 황금2동 884-12,,,2002,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0380,1,,대구광역시 수성구 황금2동 833-33,,,1989,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0379,1,,대구광역시 수성구 황금2동 833-8,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0378,1,,대구광역시 수성구 황금2동 833-10,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0377,1,,대구광역시 수성구 황금2동 831-2,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0376,1,,대구광역시 수성구 황금2동 831-13,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0375,1,,대구광역시 수성구 황금2동 831-15,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0374,1,,대구광역시 수성구 황금2동 832,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0373,1,,대구광역시 수성구 황금2동 830-1,,,1988,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0372,1,,대구광역시 수성구 황금2동 830-30,,,1987,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0371,1,,대구광역시 수성구 황금2동 830-1,,,1997,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0370,1,,대구광역시 수성구 황금2동 830-3,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0369,1,,대구광역시 수성구 황금2동 830-4,,,1995,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0368,1,,대구광역시 수성구 황금2동 830-5,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0367,1,,대구광역시 수성구 황금2동 830-9,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0366,1,,대구광역시 수성구 황금2동 837-3,,,1998,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0365,1,,대구광역시 수성구 황금2동 840,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0364,1,,대구광역시 수성구 황금2동 852-6,,,1997,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0363,1,,대구광역시 수성구 황금2동 853-1,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0362,1,,대구광역시 수성구 황금2동 853-6,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0361,1,,대구광역시 수성구 황금2동 854-1,,,1989,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0360,1,,대구광역시 수성구 황금2동 855-3,,,1988,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0359,1,,대구광역시 수성구 황금2동 857-2,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0358,1,,대구광역시 수성구 황금2동 857-3,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0357,1,,대구광역시 수성구 황금2동 750,,,1985,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0356,1,,대구광역시 수성구 황금2동 858-2,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0355,1,,대구광역시 수성구 황금2동 858-3,,,1997,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0354,1,,대구광역시 수성구 황금2동 857-1,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0353,1,,대구광역시 수성구 황금2동 856,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0352,1,,대구광역시 수성구 황금2동 855,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0351,1,,대구광역시 수성구 황금2동 853-4,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0350,1,,대구광역시 수성구 황금2동 853-1,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0349,1,,대구광역시 수성구 황금2동 852-3,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0348,1,,대구광역시 수성구 황금2동 852-1,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0347,1,,대구광역시 수성구 황금2동 851-5,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0346,1,,대구광역시 수성구 황금2동 851-12,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0345,1,,대구광역시 수성구 황금2동 834-1,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0344,1,,대구광역시 수성구 황금2동 834-3,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0343,1,,대구광역시 수성구 황금2동 834-5,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0342,1,,대구광역시 수성구 황금2동 836-1,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0341,1,,대구광역시 수성구 황금2동 836-2,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0340,1,,대구광역시 수성구 황금2동 836-3,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0339,1,,대구광역시 수성구 황금2동 836-4,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0338,1,,대구광역시 수성구 황금2동 836-13,,,1989,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0337,1,,대구광역시 수성구 황금2동 836-10,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0336,1,,대구광역시 수성구 황금2동 836-8,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0335,1,,대구광역시 수성구 황금2동 835-2,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0334,1,,대구광역시 수성구 황금2동 834-6,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0333,1,,대구광역시 수성구 황금2동 834-6,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0332,1,,대구광역시 수성구 황금2동 851-1,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0331,1,,대구광역시 수성구 황금2동 851-13,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0330,1,,대구광역시 수성구 황금2동 851-13,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0329,1,,대구광역시 수성구 황금2동 845-4,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0328,1,,대구광역시 수성구 황금2동 845-3,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0327,1,,대구광역시 수성구 황금2동 841-7,,,1992,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0326,1,,대구광역시 수성구 황금2동 843-1,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0325,1,,대구광역시 수성구 황금2동 841-1,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0324,1,,대구광역시 수성구 황금2동 840-2,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0323,1,,대구광역시 수성구 황금2동 796-21,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0322,1,,대구광역시 수성구 황금2동 796-20,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0321,1,,대구광역시 수성구 황금2동 796-5,,,1988,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0320,1,,대구광역시 수성구 황금2동 791-3,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0319,1,,대구광역시 수성구 황금2동 796-28,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0318,1,,대구광역시 수성구 황금2동 796-3,,,1996,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0317,1,,대구광역시 수성구 황금2동 796-1,,,1995,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0316,1,,대구광역시 수성구 황금2동 790-1,,,1997,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0315,1,,대구광역시 수성구 황금2동 790-6,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0314,1,,대구광역시 수성구 황금2동 790-13,,,1997,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0313,1,,대구광역시 수성구 황금2동 792-3,,,1997,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0312,1,,대구광역시 수성구 황금2동 794-9,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0311,1,,대구광역시 수성구 황금2동 793-2,,,1989,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0310,1,,대구광역시 수성구 황금2동 792-2,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0309,1,,대구광역시 수성구 황금2동 789-4,,,1997,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0308,1,,대구광역시 수성구 황금2동 774-1,,,1998,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0307,1,,대구광역시 수성구 황금2동 777-3,,,1992,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0306,1,,대구광역시 수성구 황금2동 789-16,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0305,1,,대구광역시 수성구 황금2동 774-9,,,1997,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0304,1,,대구광역시 수성구 황금2동 788-11,,,1991,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0303,1,,대구광역시 수성구 황금2동 788-5,,,1993,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0302,1,,대구광역시 수성구 황금2동 789-8,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0301,1,,대구광역시 수성구 황금2동 789-18,,,1987,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0300,1,,대구광역시 수성구 황금2동 789-7,,,1989,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0299,1,,대구광역시 수성구 황금2동 789-7,,,1988,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0298,1,,대구광역시 수성구 황금2동 789-6,,,1998,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0297,1,,대구광역시 수성구 황금2동 774-10,,,1988,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0296,1,,대구광역시 수성구 황금2동 774-4,,,1990,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0295,1,,대구광역시 수성구 황금2동 774-16,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0294,1,,대구광역시 수성구 황금2동 775-6,,,1994,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0293,1,,대구광역시 수성구 황금2동 776-6,,,1995,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0292,1,,대구광역시 수성구 황금2동 698-12,,,2001,건축물,053-666-2913,대구광역시 수성구청,2019-09-24
602-0291,1,,대구광역시 수성구 황금2동 776-3,,,1987,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0290,1,,대구광역시 수성구 황금2동 787,,,1988,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0289,1,,대구광역시 수성구 황금2동 786,,,1991,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0288,1,,대구광역시 수성구 황금2동 785-2,,,1993,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0287,1,,대구광역시 수성구 황금2동 783,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0286,1,,대구광역시 수성구 황금2동 781,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
602-0285,1,,대구광역시 수성구 황금2동 780,,,1992,한전주,053-666-2913,대구광역시 수성구청,2019-09-24
